Sale_ID,Date,Brand,Model,Category,Fuel_Type,Transmission,Price,City,Seller_Type,Kilometers_Driven,Color,Customer_Age,Unused_ID
1028,2021-09-04,Renault,Triber,MUV,Petrol,Automatic,872349.0,Bangalore,Dealer,32326,White,64.0,879217
1029,2023-03-16,Mahindra,Bolero,SUV,CNG,Manual,896935.0,Mumbai,Individual,25534,White,64.0,997628
1030,2020-10-29,Renault,Kiger,Hatchback,Electric,Automatic,1171528.0,Hyderabad,Dealer,52020,Black,67.0,404619
1031,2021-07-11,Skoda,Superb,MUV,Diesel,Automatic,1582452.0,Bangalore,Individual,33378,Black,48.0,609686
1032,2020-10-15,Volkswagen,Taigun,Sedan,CNG,Manual,1052313.0,Kolkata,Dealer,38298,White,56.0,556340
1033,2021-01-31,Kia,Sonet,SUV,Petrol,Automatic,962655.0,Pune,Individual,47608,Green,25.0,894000
1034,2021-12-23,Renault,Triber,Sedan,Diesel,Automatic,1220593.0,Pune,Individual,19453,Grey,25.0,481936
1035,2021-07-15,Mahindra,Scorpio,MUV,CNG,Manual,1274686.0,Delhi,Dealer,39577,Grey,42.0,496297
1036,2021-12-29,Volkswagen,Vento,MUV,CNG,Manual,947049.0,Chennai,Dealer,32749,Grey,61.0,429271
1037,2022-12-28,Volkswagen,Tiguan,MUV,Petrol,Automatic,713587.0,Ahmedabad,Individual,48914,Green,40.0,169919
1038,2023-03-06,Kia,Carnival,SUV,CNG,Manual,890601.0,Hyderabad,Dealer,53572,White,40.0,530561
1039,2020-05-15,Skoda,Octavia,MUV,Diesel,Automatic,1053177.0,Chennai,Dealer,31359,Blue,38.0,779286
1040,2020-02-06,Kia,Carnival,Hatchback,Diesel,Automatic,633695.0,Delhi,Dealer,36432,Red,47.0,575803
1041,2021-02-06,Skoda,Octavia,Hatchback,Electric,Manual,708989.0,Bangalore,Dealer,19671,White,52.0,855603
1042,2022-10-03,Renault,Kwid,Sedan,Petrol,Automatic,1567660.0,Chennai,Dealer,48271,Silver,54.0,781610
1043,2020-06-10,Maruti,Baleno,Sedan,Diesel,Manual,922681.0,Chennai,Individual,73697,Red,49.0,709856
1044,2021-12-26,Hyundai,i20,Hatchback,CNG,Manual,419724.0,Pune,Individual,34947,Red,48.0,154732
1045,2021-10-23,Mahindra,Scorpio,Hatchback,Diesel,Automatic,1064919.0,Ahmedabad,Dealer,50217,Blue,44.0,612317
1046,2022-02-28,Hyundai,Creta,Sedan,Electric,Manual,764548.0,Ahmedabad,Dealer,11535,Blue,66.0,750620
1047,2020-10-30,Kia,Sonet,Sedan,Diesel,Manual,604843.0,Delhi,Dealer,22010,Grey,34.0,853619
1048,2020-11-29,Kia,Carens,SUV,Electric,Manual,254615.0,Mumbai,Dealer,9544,Brown,39.0,475033
1049,2020-01-05,Tata,Safari,Hatchback,Electric,Automatic,924722.0,Ahmedabad,Dealer,33719,Blue,52.0,847488
1050,2023-02-22,Renault,Kiger,MUV,CNG,Automatic,1027858.0,Hyderabad,Dealer,28868,White,68.0,129669
1051,2021-08-26,Maruti,Baleno,Sedan,Petrol,Manual,880062.0,Bangalore,Dealer,27553,Silver,36.0,825165
1052,2021-07-03,Maruti,Alto,SUV,CNG,Automatic,1117641.0,Hyderabad,Individual,29261,Black,20.0,637103
1053,2021-01-23,Mahindra,Bolero,SUV,CNG,Manual,1374242.0,Delhi,Individual,44319,Brown,50.0,255627
1054,2022-06-19,Volkswagen,Vento,SUV,CNG,Automatic,913151.0,Hyderabad,Individual,45348,Green,32.0,923030
1055,2021-05-03,Renault,Kiger,,,Manual,,,Individual,45067,Green,,725246
1056,2021-10-09,Renault,Triber,SUV,Petrol,Automatic,778668.0,Bangalore,Dealer,24304,Silver,58.0,443990
1057,2020-10-05,Volkswagen,Polo,MUV,Electric,Automatic,1500244.0,Delhi,Dealer,30870,Black,52.0,836057
1058,2022-11-23,Renault,Kwid,Sedan,Diesel,Manual,1104503.0,Bangalore,Individual,10899,White,44.0,831664
1059,2022-10-26,Honda,City,SUV,Petrol,Automatic,1201092.0,Ahmedabad,Dealer,50842,White,39.0,701378
1060,2022-03-12,Honda,Amaze,Sedan,CNG,Manual,1271553.0,Bangalore,Dealer,36931,Green,27.0,914941
1061,2022-11-12,Kia,Carnival,Sedan,Petrol,Automatic,473186.0,Delhi,Individual,28011,Black,35.0,981122
1062,2021-09-13,Kia,Sonet,Sedan,CNG,Manual,866880.0,Pune,Dealer,5470,Brown,21.0,580712
1063,2023-01-21,Toyota,Glanza,Sedan,Diesel,Manual,1135143.0,Delhi,Individual,26886,Brown,60.0,915720
1064,2020-11-19,Volkswagen,Tiguan,MUV,Electric,Manual,1284183.0,Kolkata,Dealer,36849,Blue,68.0,924328
1065,2021-04-27,Renault,Kiger,MUV,Diesel,Automatic,1070383.0,Ahmedabad,Dealer,22906,Brown,22.0,936141
1066,2021-09-03,Hyundai,Venue,Hatchback,CNG,Manual,949117.0,Ahmedabad,Individual,40734,Brown,68.0,153710
1067,2021-01-29,Maruti,Swift,MUV,Diesel,Manual,884310.0,Pune,Dealer,41817,Green,29.0,912850
1068,2021-08-11,Maruti,Baleno,SUV,Petrol,Automatic,828820.0,Bangalore,Dealer,47673,White,30.0,784784
1069,2022-11-24,Honda,Jazz,Sedan,Petrol,Manual,999944.0,Pune,Individual,56014,Red,35.0,370504
1070,2022-04-09,Renault,Kwid,MUV,CNG,Automatic,1156889.0,Kolkata,Individual,18315,Grey,53.0,954831
1071,2020-01-18,Hyundai,Venue,SUV,CNG,Automatic,993679.0,Kolkata,Individual,44618,Black,57.0,812327
1072,2022-11-22,Kia,Sonet,SUV,CNG,Manual,793912.0,Delhi,Individual,37925,Silver,45.0,561260
1073,2022-10-12,Volkswagen,Vento,Hatchback,Diesel,Automatic,944568.0,Mumbai,Individual,45503,Silver,40.0,423982
1074,2021-03-25,Maruti,Alto,Hatchback,CNG,Automatic,788663.0,Hyderabad,Dealer,6250,Blue,39.0,229227
1075,2020-10-21,Hyundai,Venue,SUV,Electric,Automatic,1047071.0,Kolkata,Dealer,66240,Silver,57.0,324249
1076,2021-07-14,Hyundai,i20,Sedan,CNG,Automatic,562379.0,Kolkata,Individual,32441,Grey,29.0,848159
1077,2021-02-06,Skoda,Rapid,Sedan,Petrol,Automatic,820283.0,Delhi,Dealer,68405,Black,18.0,110889
1078,2020-02-11,Toyota,Fortuner,Hatchback,Petrol,Manual,767904.0,Ahmedabad,Individual,59913,White,39.0,638304
1079,2023-03-25,Hyundai,Creta,,,Manual,,,Individual,47732,White,,822594
1080,2021-07-01,Honda,WR-V,Sedan,Electric,Manual,380469.0,Chennai,Individual,35894,Blue,66.0,510094
1081,2021-01-04,Mahindra,Bolero,,,Automatic,,,Individual,24230,Black,,431240
1082,2021-01-24,Honda,Jazz,SUV,Petrol,Manual,1028627.0,Chennai,Dealer,66271,Silver,58.0,977703
1083,2020-11-26,Skoda,Rapid,Hatchback,Diesel,Automatic,1012018.0,Hyderabad,Dealer,22440,Silver,27.0,440104
1084,2021-01-20,Honda,WR-V,,,Manual,,,Individual,31537,Green,,891791
1085,2020-09-08,Skoda,Kushaq,Hatchback,CNG,Automatic,924419.0,Ahmedabad,Individual,44502,Black,46.0,523110
1086,2022-09-17,Tata,Nexon,MUV,Electric,Manual,849011.0,Kolkata,Dealer,0,Silver,53.0,467609
1087,2021-06-21,Toyota,Fortuner,MUV,Diesel,Manual,1081480.0,Chennai,Individual,61938,Blue,18.0,463642
1088,2022-11-16,Maruti,Baleno,Sedan,Diesel,Manual,1045006.0,Pune,Individual,37721,Blue,29.0,173801
1089,2021-04-16,Kia,Sonet,Sedan,Petrol,Automatic,1603780.0,Bangalore,Individual,59612,White,43.0,567594
1090,2023-03-06,Hyundai,Venue,,,Automatic,,,Individual,32023,Brown,,149486
1091,2021-09-05,Hyundai,Creta,SUV,Petrol,Manual,1166840.0,Chennai,Individual,29710,Black,45.0,829393
1092,2021-12-11,Maruti,Dzire,Sedan,Petrol,Automatic,887259.0,Bangalore,Individual,59542,Brown,20.0,148423
1093,2021-09-22,Maruti,Baleno,MUV,Electric,Manual,1109926.0,Hyderabad,Individual,16778,Black,67.0,648004
1094,2022-06-06,Hyundai,i20,Sedan,Diesel,Manual,1033632.0,Ahmedabad,Individual,19402,Silver,33.0,223643
1095,2023-03-12,Toyota,Etios,MUV,Petrol,Manual,777959.0,Mumbai,Dealer,43186,Red,21.0,980564
1096,2020-08-02,Toyota,Innova,Hatchback,Petrol,Automatic,1230980.0,Chennai,Dealer,71927,Blue,21.0,252645
1097,2020-11-14,Maruti,Dzire,Sedan,Diesel,Manual,1132858.0,Kolkata,Individual,27571,Green,43.0,993452
1098,2023-02-09,Maruti,Swift,Sedan,Petrol,Manual,560196.0,Bangalore,Individual,43931,White,35.0,554132
1099,2021-12-10,Maruti,Swift,Sedan,Diesel,Automatic,879785.0,Hyderabad,Individual,8209,Black,19.0,203092
1100,2022-06-13,Skoda,Superb,MUV,CNG,Manual,1290528.0,Mumbai,Dealer,22031,White,34.0,274638
1101,2023-03-24,Skoda,Kushaq,MUV,Electric,Automatic,634492.0,Bangalore,Individual,41987,Grey,33.0,526079
1102,2020-12-20,Hyundai,Venue,SUV,Petrol,Manual,837491.0,Hyderabad,Individual,33549,Red,49.0,459864
1103,2021-05-16,Maruti,Dzire,MUV,Electric,Manual,1659462.0,Chennai,Individual,43584,Grey,67.0,718164
1104,2020-08-01,Skoda,Superb,SUV,Petrol,Automatic,662123.0,Delhi,Dealer,26419,Brown,61.0,303399
1105,2021-05-17,Skoda,Octavia,SUV,Petrol,Automatic,637056.0,Mumbai,Individual,42633,Blue,31.0,682692
1106,2022-02-20,Mahindra,Thar,Sedan,Diesel,Manual,754109.0,Bangalore,Individual,44797,Red,38.0,582751
1107,2022-02-25,Maruti,Swift,Sedan,CNG,Manual,1364295.0,Pune,Dealer,63924,Blue,35.0,422013
1108,2023-02-02,Volkswagen,Polo,Sedan,CNG,Automatic,1024973.0,Ahmedabad,Individual,43202,Brown,27.0,139036
1109,2021-09-28,Volkswagen,Taigun,SUV,Electric,Manual,837366.0,Kolkata,Dealer,32731,Red,67.0,346594
1110,2022-04-12,Tata,Harrier,MUV,Electric,Automatic,1320856.0,Delhi,Individual,44826,Silver,64.0,361881
1111,2022-07-26,Toyota,Glanza,Sedan,Diesel,Automatic,683090.0,Kolkata,Dealer,78277,Black,49.0,545396
1112,2021-02-12,Volkswagen,Tiguan,MUV,Electric,Automatic,1202097.0,Kolkata,Individual,40700,Red,45.0,514213
1113,2020-04-23,Tata,Harrier,SUV,Petrol,Automatic,981658.0,Bangalore,Individual,45743,Green,40.0,480127
1114,2021-02-26,Hyundai,Creta,MUV,Diesel,Automatic,1251609.0,Bangalore,Individual,41905,Red,38.0,682800
1115,2022-06-15,Renault,Kiger,Sedan,Diesel,Manual,1174083.0,Delhi,Individual,34114,Red,20.0,547774
1116,2021-01-21,Mahindra,Scorpio,MUV,Petrol,Automatic,1531788.0,Pune,Individual,51543,White,67.0,706429
1117,2021-04-01,Renault,Triber,Sedan,Diesel,Manual,832381.0,Hyderabad,Individual,14270,Blue,55.0,110243
1118,2022-11-27,Volkswagen,Taigun,Sedan,Electric,Automatic,1071457.0,Bangalore,Individual,47399,Silver,40.0,764902
1119,2020-04-30,Maruti,Dzire,,,Automatic,,,Dealer,18402,Red,,570214
1120,2021-07-01,Renault,Duster,Hatchback,Electric,Manual,707937.0,Pune,Dealer,44914,Green,47.0,837025
1121,2021-06-05,Tata,Harrier,Hatchback,CNG,Manual,1400078.0,Delhi,Individual,34979,White,27.0,306867
1122,2022-07-29,Volkswagen,Polo,SUV,Diesel,Manual,1554249.0,Chennai,Dealer,0,Silver,53.0,846994
1123,2022-11-01,Toyota,Innova,SUV,Electric,Manual,689931.0,Hyderabad,Dealer,69792,Silver,64.0,231750
1124,2022-03-02,Hyundai,Venue,MUV,CNG,Automatic,1209584.0,Hyderabad,Dealer,44556,Blue,18.0,661212
1125,2020-01-20,Hyundai,Venue,Sedan,CNG,Automatic,1078605.0,Delhi,Dealer,46618,Black,19.0,170589
1126,2021-03-06,Hyundai,Verna,SUV,CNG,Automatic,641086.0,Delhi,Dealer,0,Brown,29.0,576441
1127,2020-03-29,Renault,Kwid,Hatchback,Electric,Manual,1557288.0,Chennai,Individual,25976,Red,23.0,845467
1128,2022-11-24,Hyundai,i20,Hatchback,CNG,Manual,1256291.0,Chennai,Dealer,49038,Silver,30.0,219262
1129,2023-01-25,Toyota,Etios,Sedan,Petrol,Automatic,1053259.0,Kolkata,Dealer,44777,Silver,45.0,707710
1130,2021-02-16,Renault,Triber,Sedan,Petrol,Manual,1221019.0,Kolkata,Individual,57268,Grey,29.0,817184
1131,2020-06-26,Maruti,Baleno,SUV,Petrol,Manual,1145096.0,Bangalore,Dealer,60413,Brown,25.0,255200
1132,2020-05-14,Renault,Kiger,Hatchback,Electric,Manual,1121848.0,Delhi,Dealer,69187,Grey,22.0,750808
1133,2022-07-27,Kia,Sonet,SUV,Petrol,Automatic,1277148.0,Mumbai,Dealer,42998,Red,41.0,972940
1134,2021-07-27,Tata,Tiago,SUV,Petrol,Automatic,604612.0,Delhi,Individual,19567,Black,50.0,341648
1135,2022-05-09,Tata,Nexon,MUV,Electric,Automatic,1168527.0,Bangalore,Individual,21209,Blue,37.0,904008
1136,2022-09-24,Toyota,Etios,SUV,Electric,Automatic,711386.0,Pune,Individual,25621,Grey,47.0,295525
1137,2021-01-01,Mahindra,XUV300,SUV,Electric,Automatic,737323.0,Delhi,Dealer,38285,Blue,36.0,361730
1138,2020-04-11,Toyota,Fortuner,Sedan,CNG,Automatic,552911.0,Pune,Individual,31088,Black,32.0,420721
1139,2022-10-14,Tata,Harrier,Hatchback,Electric,Manual,889754.0,Ahmedabad,Individual,19848,Black,20.0,793361
1140,2022-06-08,Honda,WR-V,MUV,CNG,Manual,822540.0,Ahmedabad,Dealer,76424,Red,45.0,827804
1141,2020-06-08,Tata,Tiago,SUV,Diesel,Automatic,854218.0,Ahmedabad,Dealer,66663,Black,25.0,502923
1142,2022-11-21,Mahindra,XUV300,Hatchback,Diesel,Automatic,1142594.0,Hyderabad,Individual,48706,White,30.0,652177
1143,2023-01-24,Hyundai,Venue,Sedan,Petrol,Manual,339802.0,Mumbai,Individual,2188,Grey,33.0,581538
1144,2021-05-03,Toyota,Glanza,SUV,Petrol,Automatic,974825.0,Hyderabad,Individual,29011,Black,33.0,635216
1145,2021-05-18,Honda,WR-V,SUV,Electric,Manual,874900.0,Bangalore,Dealer,25462,Brown,70.0,404643
1146,2021-02-12,Maruti,Swift,SUV,Diesel,Automatic,448093.0,Hyderabad,Individual,48300,White,58.0,968853
1147,2021-05-23,Skoda,Rapid,Sedan,Diesel,Manual,1012727.0,Pune,Individual,17616,Red,18.0,454517
1148,2022-03-13,Kia,Sonet,Hatchback,Petrol,Automatic,1299419.0,Ahmedabad,Individual,47442,Red,20.0,372693
1149,2021-03-14,Mahindra,Thar,SUV,Diesel,Manual,994593.0,Ahmedabad,Dealer,71363,Silver,67.0,685213
1150,2020-05-10,Toyota,Fortuner,MUV,CNG,Manual,915103.0,Delhi,Dealer,37118,Red,66.0,123092
1151,2022-07-27,Volkswagen,Taigun,MUV,Electric,Manual,1308886.0,Mumbai,Individual,43421,Red,57.0,551938
1152,2020-03-17,Hyundai,Creta,MUV,Electric,Automatic,1281849.0,Pune,Dealer,37099,Grey,49.0,392376
1153,2021-08-10,Renault,Kwid,Hatchback,Petrol,Manual,543363.0,Chennai,Dealer,33775,Blue,41.0,438914
1154,2021-12-08,Mahindra,XUV300,Hatchback,CNG,Automatic,981217.0,Bangalore,Individual,50500,Grey,35.0,124829
1155,2023-01-21,Skoda,Octavia,SUV,Diesel,Manual,956307.0,Pune,Dealer,53083,Grey,49.0,894711
1156,2022-10-03,Mahindra,Bolero,SUV,CNG,Automatic,1087115.0,Hyderabad,Individual,40482,Grey,68.0,213846
1157,2022-07-29,Volkswagen,Tiguan,Sedan,CNG,Automatic,1341530.0,Hyderabad,Individual,19103,Red,34.0,817139
1158,2021-02-17,Volkswagen,Polo,Sedan,Electric,Manual,580420.0,Delhi,Dealer,44459,Black,41.0,854266
1159,2020-11-25,Hyundai,Creta,Sedan,CNG,Manual,1122201.0,Kolkata,Dealer,32515,Blue,23.0,990266
1160,2021-07-13,Tata,Harrier,MUV,CNG,Automatic,1438374.0,Ahmedabad,Individual,39140,Brown,39.0,424196
1161,2022-04-21,Renault,Kwid,MUV,Electric,Automatic,221565.0,Delhi,Dealer,58072,White,51.0,873816
1162,2022-12-10,Maruti,Dzire,SUV,CNG,Automatic,945379.0,Ahmedabad,Individual,20199,Black,29.0,225367
1163,2020-01-15,Tata,Safari,MUV,Petrol,Automatic,1186878.0,Chennai,Dealer,43027,Red,46.0,760398
1164,2021-12-27,Toyota,Innova,SUV,Electric,Automatic,660137.0,Delhi,Dealer,52041,Brown,38.0,829973
1165,2020-08-18,Hyundai,Creta,Sedan,CNG,Automatic,1188217.0,Delhi,Individual,26143,Black,38.0,335529
1166,2022-12-12,Volkswagen,Vento,SUV,Petrol,Automatic,941304.0,Hyderabad,Individual,43674,Red,40.0,796684
1167,2021-06-22,Honda,WR-V,Sedan,Diesel,Manual,1578886.0,Bangalore,Dealer,0,Silver,51.0,465343
1168,2022-10-01,Toyota,Etios,MUV,Electric,Automatic,1510696.0,Pune,Individual,42591,White,39.0,407887
1169,2020-05-03,Maruti,Swift,Hatchback,Electric,Automatic,1413048.0,Chennai,Dealer,30912,Grey,30.0,881588
1170,2022-12-02,Mahindra,XUV300,MUV,Diesel,Automatic,1214334.0,Ahmedabad,Dealer,44475,Red,47.0,540528
1171,2020-08-04,Toyota,Etios,Sedan,Petrol,Manual,1270441.0,Bangalore,Individual,28690,Red,45.0,850504
1172,2023-01-21,Kia,Carens,Sedan,CNG,Manual,1043535.0,Kolkata,Individual,19502,Blue,53.0,565058
1173,2022-01-04,Volkswagen,Polo,Hatchback,CNG,Automatic,973651.0,Delhi,Individual,44936,Black,36.0,756616
1174,2020-09-27,Honda,City,MUV,CNG,Automatic,1219601.0,Delhi,Individual,0,Blue,49.0,966757
1175,2021-11-20,Skoda,Rapid,MUV,Electric,Automatic,866983.0,Delhi,Dealer,28893,Black,45.0,313777
1176,2020-01-27,Tata,Safari,Sedan,CNG,Manual,1432521.0,Bangalore,Dealer,47080,Blue,61.0,771614
1177,2020-01-29,Renault,Kwid,Hatchback,Electric,Automatic,1089684.0,Bangalore,Individual,63090,Black,45.0,459184
1178,2021-01-12,Volkswagen,Polo,SUV,Diesel,Manual,354306.0,Pune,Dealer,34429,Green,61.0,539549
1179,2022-02-24,Kia,Sonet,MUV,Diesel,Automatic,823669.0,Delhi,Individual,128,Black,60.0,792145
1180,2022-09-30,Volkswagen,Polo,,,Manual,,,Dealer,54651,Green,,752161
1181,2021-07-22,Tata,Tiago,Hatchback,Petrol,Manual,1064938.0,Chennai,Dealer,61537,White,40.0,476395
1182,2021-01-04,Honda,WR-V,MUV,CNG,Automatic,1112588.0,Ahmedabad,Dealer,45805,Blue,52.0,715930
1183,2020-07-17,Volkswagen,Polo,,,Automatic,,,Individual,5115,Grey,,323106
1184,2022-09-08,Tata,Tiago,Sedan,Diesel,Manual,1096722.0,Hyderabad,Individual,36941,White,44.0,618860
1185,2020-10-01,Kia,Sonet,Sedan,Diesel,Automatic,1106014.0,Hyderabad,Dealer,47156,Black,23.0,231193
1186,2022-12-20,Tata,Safari,Sedan,Electric,Automatic,987099.0,Delhi,Dealer,71998,Black,20.0,564264
1187,2022-05-28,Maruti,Dzire,Sedan,CNG,Automatic,1487158.0,Kolkata,Individual,75953,Silver,65.0,643221
1188,2022-04-18,Hyundai,Verna,Sedan,Petrol,Automatic,490616.0,Ahmedabad,Dealer,23465,White,37.0,388750
1189,2020-08-17,Hyundai,Venue,SUV,Diesel,Manual,905977.0,Kolkata,Individual,22011,White,41.0,772985
1190,2021-04-10,Honda,Amaze,Hatchback,Diesel,Automatic,1158572.0,Hyderabad,Dealer,22956,White,31.0,889107
1191,2021-05-01,Volkswagen,Taigun,SUV,Electric,Manual,845799.0,Bangalore,Individual,52128,Blue,33.0,868830
1192,2022-05-05,Mahindra,Thar,SUV,Electric,Manual,936328.0,Delhi,Individual,56634,Blue,28.0,327385
1193,2022-11-23,Skoda,Octavia,SUV,Petrol,Automatic,892934.0,Bangalore,Individual,47912,Silver,51.0,584195
1194,2022-01-27,Toyota,Glanza,MUV,CNG,Manual,1269774.0,Delhi,Dealer,24444,Brown,55.0,863860
1195,2022-04-16,Toyota,Innova,Hatchback,Petrol,Manual,1062418.0,Ahmedabad,Dealer,35509,Brown,55.0,768422
1196,2021-06-06,Honda,City,MUV,CNG,Manual,1229766.0,Hyderabad,Individual,45321,Silver,69.0,288811
1197,2020-03-23,Kia,Carnival,Hatchback,Petrol,Manual,783000.0,Bangalore,Dealer,58769,Red,34.0,917073
1198,2021-12-28,Hyundai,Verna,MUV,Diesel,Manual,1476790.0,Pune,Individual,40974,Silver,28.0,715297
1199,2023-04-04,Hyundai,Creta,SUV,Diesel,Automatic,1213930.0,Bangalore,Individual,55142,Brown,18.0,909098
1200,2020-04-14,Volkswagen,Tiguan,MUV,Petrol,Manual,1271707.0,Bangalore,Individual,46514,Blue,30.0,659307
1201,2020-08-08,Hyundai,Venue,Hatchback,CNG,Manual,1059917.0,Hyderabad,Dealer,87268,Blue,21.0,874960
1202,2020-10-01,Honda,WR-V,Sedan,Petrol,Automatic,960811.0,Hyderabad,Individual,39220,White,24.0,158648
1203,2021-02-24,Honda,Amaze,SUV,Electric,Manual,1060218.0,Chennai,Dealer,30934,Green,67.0,839889
1204,2023-04-03,Toyota,Etios,MUV,Electric,Manual,984122.0,Chennai,Dealer,29495,Black,28.0,111218
1205,2021-04-25,Mahindra,Thar,Sedan,Diesel,Automatic,989982.0,Mumbai,Individual,24806,Black,56.0,260714
1206,2020-08-26,Hyundai,Creta,Hatchback,Diesel,Manual,705640.0,Hyderabad,Dealer,40888,Blue,40.0,101646
1207,2020-03-25,Volkswagen,Polo,MUV,Petrol,Automatic,846232.0,Kolkata,Dealer,30503,Silver,20.0,118041
1208,2021-10-27,Tata,Tiago,MUV,Petrol,Manual,776152.0,Hyderabad,Dealer,34183,Black,37.0,493138
1209,2022-12-26,Tata,Nexon,Sedan,CNG,Manual,974725.0,Mumbai,Dealer,32242,Grey,49.0,115852
1210,2020-04-26,Renault,Triber,Hatchback,Diesel,Automatic,1456900.0,Kolkata,Dealer,27640,Blue,45.0,130419
1211,2022-07-29,Kia,Carnival,Sedan,Diesel,Automatic,1336738.0,Chennai,Individual,42497,Black,22.0,226081
1212,2022-07-12,Honda,Amaze,MUV,CNG,Automatic,542758.0,Mumbai,Individual,57918,Grey,69.0,582694
1213,2022-03-21,Volkswagen,Tiguan,MUV,CNG,Manual,797363.0,Kolkata,Dealer,56323,Green,39.0,405848
1214,2020-08-12,Renault,Triber,Sedan,Electric,Automatic,1146378.0,Delhi,Dealer,42697,Red,48.0,232470
1215,2021-07-31,Toyota,Glanza,Hatchback,Electric,Manual,1084329.0,Ahmedabad,Dealer,62607,Blue,51.0,238149
1216,2021-12-01,Toyota,Etios,MUV,Diesel,Automatic,1113707.0,Kolkata,Dealer,40893,Silver,40.0,251863
1217,2021-11-17,Kia,Carens,Sedan,Electric,Manual,1288342.0,Bangalore,Dealer,57949,Brown,63.0,447419
1218,2020-02-20,Skoda,Octavia,SUV,Petrol,Manual,673866.0,Pune,Dealer,43655,Black,41.0,367349
1219,2021-09-17,Kia,Carens,Sedan,CNG,Manual,878772.0,Mumbai,Dealer,30601,White,27.0,192096
1220,2021-09-06,Hyundai,Verna,Hatchback,Diesel,Automatic,966433.0,Ahmedabad,Individual,34071,Red,35.0,842509
1221,2021-01-15,Volkswagen,Polo,SUV,Diesel,Automatic,1311075.0,Ahmedabad,Individual,29208,Silver,59.0,421039
1222,2021-09-19,Skoda,Superb,Sedan,Diesel,Manual,1357911.0,Pune,Individual,30700,Red,38.0,814789
1223,2023-03-24,Honda,WR-V,Hatchback,Electric,Manual,1310940.0,Pune,Individual,40532,Green,30.0,842268
1224,2021-09-18,Volkswagen,Tiguan,Sedan,Petrol,Manual,1192737.0,Pune,Individual,46930,Silver,24.0,112640
1225,2023-03-22,Tata,Nexon,SUV,Petrol,Manual,847294.0,Hyderabad,Individual,48803,Brown,40.0,738670
1226,2020-09-29,Kia,Seltos,SUV,CNG,Manual,887871.0,Bangalore,Dealer,52566,Grey,57.0,193069
1227,2020-10-22,Mahindra,Scorpio,Sedan,Petrol,Automatic,1262058.0,Delhi,Dealer,73784,Silver,40.0,915265
1228,2022-02-15,Kia,Sonet,SUV,Diesel,Automatic,992394.0,Hyderabad,Dealer,68198,Blue,34.0,532964
1229,2021-01-07,Maruti,Dzire,Hatchback,CNG,Manual,710241.0,Hyderabad,Individual,24010,Grey,47.0,580260
1230,2022-02-05,Volkswagen,Tiguan,SUV,Electric,Manual,352294.0,Chennai,Dealer,56992,Blue,40.0,663974
1231,2020-12-07,Skoda,Superb,Hatchback,Petrol,Manual,1049145.0,Kolkata,Individual,30894,Red,34.0,150013
1232,2021-06-23,Honda,City,SUV,Electric,Manual,1473401.0,Kolkata,Individual,37766,Grey,46.0,468486
1233,2022-01-10,Honda,Jazz,SUV,Diesel,Automatic,815115.0,Pune,Individual,55010,Brown,50.0,471285
1234,2022-03-19,Toyota,Etios,,,Automatic,,,Dealer,4656,Brown,,994172
1235,2021-07-30,Hyundai,i20,Hatchback,CNG,Manual,600335.0,Delhi,Individual,29503,Green,24.0,184611
1236,2022-03-28,Maruti,Baleno,Sedan,Petrol,Manual,1121256.0,Pune,Individual,18447,Blue,49.0,240296
1237,2020-01-08,Volkswagen,Polo,SUV,Petrol,Automatic,1114874.0,Kolkata,Dealer,19808,Brown,31.0,741719
1238,2022-11-18,Maruti,Dzire,Hatchback,Diesel,Manual,241989.0,Hyderabad,Individual,56191,Red,63.0,807553
1239,2020-09-15,Mahindra,Bolero,SUV,Electric,Automatic,838555.0,Chennai,Dealer,30842,Blue,40.0,747855
1240,2021-04-06,Toyota,Etios,MUV,Electric,Automatic,1031590.0,Pune,Individual,55580,Brown,44.0,434634
1241,2023-03-02,Tata,Harrier,Hatchback,Petrol,Manual,959923.0,Mumbai,Dealer,39929,Red,69.0,167914
1242,2022-06-20,Maruti,Baleno,SUV,CNG,Manual,457569.0,Hyderabad,Individual,43075,Grey,44.0,252163
1243,2022-07-01,Kia,Seltos,Hatchback,Petrol,Automatic,1061611.0,Hyderabad,Dealer,41866,White,38.0,640112
1244,2020-07-17,Toyota,Glanza,MUV,Diesel,Manual,1232236.0,Pune,Individual,44298,Black,54.0,610380
1245,2022-11-30,Mahindra,Scorpio,,,Automatic,,,Dealer,44159,Blue,,634263
1246,2022-02-07,Mahindra,XUV300,MUV,Diesel,Manual,1006872.0,Mumbai,Dealer,53388,White,44.0,298538
1247,2022-03-30,Mahindra,XUV300,Sedan,Electric,Manual,833581.0,Pune,Individual,30216,White,51.0,730227
1248,2021-05-10,Tata,Nexon,Sedan,Petrol,Manual,982819.0,Ahmedabad,Dealer,51267,Brown,41.0,334541
1249,2022-06-07,Tata,Tiago,Sedan,Electric,Manual,875810.0,Mumbai,Individual,67284,Grey,34.0,777117
1250,2020-03-24,Maruti,Alto,SUV,Petrol,Automatic,999985.0,Pune,Individual,37338,Brown,28.0,711652
1251,2022-09-30,Kia,Sonet,Hatchback,Diesel,Manual,918754.0,Ahmedabad,Dealer,45663,Black,19.0,271841
1252,2021-09-12,Maruti,Swift,Sedan,CNG,Automatic,934913.0,Chennai,Individual,7147,Silver,60.0,805188
