SaleID,SaleDate,Brand,Model,Variant,Price,EngineCC,FuelType,Transmission,BuyerGender,City,UnitsSold
SAL102424,2024-09-29,Kia,Seltos,Seltos VXI Petrol Manual,1292000,2200,Petrol,Manual,Female,Pune,4.0
SAL102779,2025-01-12,Renault,Duster,Duster EX CNG Manual,488000,800,CNG,Manual,Male,Bengaluru,1.0
SAL102637,2025-06-25,Mahindra,XUV300,XUV300 ZXI+ Hybrid Manual,2070000,1498,Hybrid,Manual,Male,Pune,4.0
SAL101290,2020-02-19,Kia,Seltos,Seltos ZXI CNG Manual,1475000,1497,CNG,Manual,Male,Jaipur,6.0
SAL100844,2022-08-01,Maruti Suzuki,Dzire,Dzire ZXI+ Petrol Manual,434000,2200,Petrol,Manual,Male,Chennai,4.0
SAL103401,2022-12-10,Maruti Suzuki,Dzire,Dzire XM CNG Automatic,385000,1498,CNG,Automatic,Male,Lucknow,5.0
SAL103042,2021-04-11,Toyota,Innova,Innova XZ Petrol Manual,1017000,1998,Petrol,Manual,Female,Ahmedabad,6.0
SAL103939,2021-05-08,Honda,City,City LXI Petrol Manual,1160000,1197,Petrol,Manual,Male,Hyderabad,5.0
SAL103084,2024-07-25,Maruti Suzuki,Ertiga,Ertiga EX Diesel Manual,931000,999,Diesel,Manual,Male,Chennai,4.0
SAL100037,2020-06-07,Kia,Carens,Carens SX(O) Petrol Automatic,966000,2200,Petrol,Automatic,Male,Ahmedabad,3.0
SAL101537,2023-03-10,Maruti Suzuki,Alto,Alto EX Petrol Manual,913000,1998,Petrol,Manual,Male,Chennai,5.0
SAL103569,2022-05-19,MG,Astor,Astor ZXI+ Diesel Automatic,3156000,2200,Diesel,Automatic,Male,Jaipur,3.0
SAL103036,2021-05-07,Tata,Tigor,Tigor SX(O) Petrol Manual,905000,1998,Petrol,Manual,Male,Delhi,6.0
SAL100098,2020-08-17,Tata,Harrier,Harrier SX Petrol Manual,336000,1497,Petrol,Manual,Male,Hyderabad,2.0
SAL100427,2020-06-04,Hyundai,Verna,Verna SX Diesel Manual,1465000,999,Diesel,Manual,Male,Bengaluru,3.0
SAL102395,2021-04-24,Mahindra,Bolero,Bolero XZ+ Petrol Manual,1323000,1998,Petrol,Manual,Male,Ahmedabad,4.0
SAL102907,2020-12-31,Renault,Kiger,Kiger ZXI Petrol Manual,504000,1197,Petrol,Manual,Male,Hyderabad,3.0
SAL102207,2021-07-24,Maruti Suzuki,Ertiga,Ertiga LXI Petrol Automatic,1073000,2500,Petrol,123,Female,Jaipur,2.0
SAL103820,2023-01-23,Honda,WR-V,WR-V EX CNG Manual,1086000,800,CNG,Manual,Female,Jaipur,2.0
SAL102877,2025-05-08,Mahindra,Scorpio,Scorpio EX Petrol Manual,1068000,1497,Petrol,Manual,Male,Hyderabad,6.0
SAL103031,2023-10-28,Mahindra,Scorpio,Scorpio EX Petrol Manual,1453000,1998,Petrol,Manual,Male,Delhi,5.0
SAL100288,2023-03-07,Kia,EV6,EV6 SX CNG Manual,1287000,1498,CNG,Manual,Male,Bengaluru,5.0
SAL102710,2021-08-01,Honda,WR-V,WR-V LXI Electric Manual,1550000,1198,Electric,Manual,Male,Delhi,6.0
SAL101823,2025-08-28,Kia,Carens,Carens XZ+ Diesel Automatic,2117000,2200,Diesel,Automatic,Female,Delhi,1.0
SAL100740,2020-07-22,Kia,Seltos,Seltos ZXI Electric Manual,1587000,1998,Electric,Manual,Male,Lucknow,3.0
SAL103467,2020-11-16,MG,Gloster,Gloster XM CNG Manual,2669000,1498,CNG,Manual,Male,Chennai,3.0
,2024-04-05,Hyundai,Venue,Venue SX(O) Diesel Manual,428000,800,Diesel,Manual,Male,Hyderabad,1.0
SAL101613,2022-11-23,Maruti Suzuki,Wagon R,Wagon R ZXI Petrol AMT,592000,1998,Petrol,AMT,Female,Kolkata,3.0
SAL103647,2021-12-07,Renault,Kiger,Kiger ZXI+ CNG AMT,687000,1198,CNG,AMT,Male,Jaipur,1.0
SAL100310,2022-01-04,Hyundai,Creta,Creta LXI Petrol Manual,927000,1198,Petrol,Manual,Female,Mumbai,4.0
SAL100358,2022-08-31,MG,ZS EV,ZS EV SX Petrol Automatic,3351000,800,Petrol,Automatic,Female,Kolkata,3.0
SAL101015,2020-11-12,Kia,EV6,EV6 ZXI Diesel Manual,2373000,2200,Diesel,Manual,Male,Hyderabad,4.0
SAL101761,2022-01-16,Honda,WR-V,WR-V SX(O) Petrol Manual,1629000,999,Petrol,Manual,Male,Kolkata,5.0
SAL100499,2024-03-29,Skoda,Superb,Superb SX(O) Petrol Manual,2970000,1198,Petrol,Manual,Male,Hyderabad,6.0
SAL102429,2022-08-20,Toyota,Fortuner,Fortuner VXI Petrol Manual,3188000,1198,Petrol,Manual,Female,Lucknow,4.0
SAL100178,2024-08-09,Mahindra,XUV700,XUV700 XZ Electric Automatic,2386000,1998,Electric,Automatic,Female,Delhi,2.0
SAL103055,2021-08-11,Mahindra,Bolero,Bolero VXI Petrol Manual,2443000,1497,Petrol,Manual,Male,Bengaluru,3.0
SAL100375,2020-10-18,Maruti Suzuki,Wagon R,Wagon R XZ+ Diesel Manual,587000,2200,Diesel,Manual,Female,Jaipur,1.0
SAL102027,2023-02-03,Kia,Sonet,Sonet EX CNG AMT,2468000,2200,CNG,AMT,Male,Lucknow,3.0
SAL103904,2024-07-27,Tata,Nano,Nano EX Petrol Manual,1482000,999,Petrol,Manual,Male,Lucknow,4.0
SAL102665,2024-10-08,Skoda,Rapid,Rapid EX Petrol Manual,1450000,1998,Petrol,Manual,Male,Lucknow,2.0
SAL102842,2021-06-17,Toyota,Glanza,Glanza ZXI+ Petrol AMT,3272000,1998,Petrol,AMT,Male,Mumbai,6.0
SAL102672,2021-08-02,Maruti Suzuki,Dzire,Dzire LXI Hybrid Manual,942000,1497,Hybrid,Manual,Male,Kolkata,6.0
SAL103163,2021-03-22,Kia,Carens,Carens XZ+ Diesel Automatic,1654000,1998,Diesel,Automatic,Male,Kolkata,2.0
SAL101796,2020-04-15,Maruti Suzuki,Baleno,Baleno ZXI Hybrid Automatic,945000,1197,Hybrid,Automatic,Female,Mumbai,4.0
SAL100148,2020-03-15,Skoda,Rapid,Rapid SX Diesel Manual,913000,1498,Diesel,Manual,Male,Chennai,3.0
SAL101456,2022-06-05,Renault,Duster,Duster XM Petrol Manual,921000,1998,Petrol,Manual,Male,Kolkata,6.0
SAL103749,2020-10-01,Tata,Tigor,Tigor EX Diesel Automatic,1538000,1497,Diesel,Automatic,Male,Jaipur,3.0
SAL102541,2024-03-27,Kia,Sonet,Sonet SX Petrol Manual,2102000,1197,Petrol,Manual,Male,Delhi,6.0
SAL101201,2023-02-14,Toyota,Glanza,Glanza SX(O) Petrol Manual,769000,2200,Petrol,Manual,Male,Jaipur,5.0
SAL101994,2020-12-22,Kia,Carens,Carens SX(O) Petrol Manual,2077000,2500,Petrol,Manual,Male,Mumbai,4.0
SAL103631,2020-03-24,Honda,Amaze,Amaze LXI Diesel Automatic,867000,1198,Diesel,Automatic,Female,Mumbai,3.0
SAL101368,2024-07-21,Kia,Carens,Carens VXI CNG Manual,1105000,1498,CNG,Manual,Male,Bengaluru,4.0
SAL102685,2021-08-04,Tata,Safari,Safari ZXI Diesel Manual,327000,1497,Diesel,Manual,Male,Pune,3.0
SAL102525,2023-08-17,Mahindra,Bolero,Bolero XZ Petrol Manual,1202000,800,Petrol,Manual,Female,Pune,3.0
SAL102723,2023-07-31,Maruti Suzuki,Baleno,Baleno EX Petrol Automatic,712000,800,Petrol,Automatic,Male,Mumbai,5.0
SAL101724,2021-02-23,Hyundai,Venue,Venue ZXI Hybrid Manual,1231000,1198,Hybrid,Manual,Male,Hyderabad,2.0
SAL102454,2023-10-28,Skoda,Kushaq,Kushaq ZXI Hybrid Manual,2077000,1998,Hybrid,Manual,Female,Jaipur,6.0
SAL102159,2024-09-25,Kia,Seltos,Seltos ZXI+ Petrol Manual,2073000,1197,Petrol,Manual,Female,Jaipur,1.0
SAL102780,2023-10-07,Renault,Kwid,Kwid SX(O) Petrol Manual,345000,1998,Petrol,Manual,Male,Delhi,5.0
SAL102277,2023-11-03,Hyundai,Venue,Venue LXI Hybrid Manual,1008000,800,Hybrid,Manual,Female,Kolkata,5.0
SAL102119,2022-08-28,Tata,Nano,Nano XM Hybrid Manual,1535000,1197,Hybrid,Manual,Male,Ahmedabad,4.0
SAL103335,2023-01-16,MG,Astor,Astor XZ+ Petrol Manual,2875000,2200,Petrol,Manual,Male,Pune,1.0
SAL101683,2022-09-28,Skoda,Octavia,Octavia LXI CNG Manual,2609000,1998,CNG,Manual,Male,Ahmedabad,3.0
SAL102821,2021-01-27,Honda,City,City LXI Petrol Manual,952000,1998,Petrol,Manual,Male,Kolkata,3.0
SAL103948,2025-03-26,Hyundai,Santro,Santro VXI Diesel Manual,596000,2200,Diesel,Manual,Female,Mumbai,2.0
SAL103358,2022-09-18,Tata,Tiago,Tiago SX(O) Petrol Manual,1451000,2200,Petrol,Manual,Male,Lucknow,6.0
SAL100026,2020-10-05,Maruti Suzuki,Ertiga,Ertiga XZ+ Petrol Manual,480000,1198,Petrol,Manual,Male,Lucknow,2.0
SAL100372,2023-05-14,Skoda,Superb,Superb XZ Hybrid Automatic,1008000,1197,Hybrid,Automatic,Female,Jaipur,2.0
SAL101650,2022-06-02,Skoda,Kushaq,Kushaq XZ+ Hybrid Manual,880000,2200,Hybrid,Manual,Male,Lucknow,4.0
SAL101721,2023-04-19,Tata,Safari,Safari SX(O) Diesel Manual,470000,2500,Diesel,Manual,Male,Delhi,4.0
SAL102269,2025-08-09,Renault,Kwid,Kwid XM Diesel Manual,761000,1498,Diesel,Manual,Male,Bengaluru,4.0
SAL101506,2025-07-01,Skoda,Rapid,Rapid SX Petrol Manual,2076000,800,Petrol,Manual,Male,Ahmedabad,1.0
SAL100723,2021-04-10,Tata,Tigor,Tigor ZXI+ Diesel Manual,1338000,1197,Diesel,Manual,Male,Chennai,3.0
SAL102946,2020-02-16,Hyundai,i10,i10 SX(O) Petrol Manual,1017000,1198,Petrol,Manual,Male,Ahmedabad,4.0
SAL101235,2021-11-29,MG,Gloster,Gloster XM Petrol Manual,1921000,800,Petrol,Manual,Female,Lucknow,4.0
SAL100038,2023-09-06,Mahindra,Thar,Thar SX(O) Petrol Automatic,1932000,1497,Petrol,Automatic,Female,Kolkata,3.0
SAL101279,2022-09-07,Skoda,Octavia,Octavia SX CNG Manual,1898000,1197,CNG,Manual,Male,Chennai,3.0
SAL100232,2020-11-19,Skoda,Octavia,Octavia SX Petrol Manual,2069000,2200,Petrol,Manual,Female,Delhi,5.0
SAL101147,2023-02-12,Renault,Kwid,Kwid EX Petrol Automatic,893000,1998,Petrol,Automatic,Male,Delhi,1.0
SAL103773,2021-06-05,MG,Hector,Hector SX Diesel CVT,2833000,800,Diesel,CVT,Male,Ahmedabad,2.0
SAL101631,2025-01-14,Renault,Kwid,Kwid ZXI+ Diesel Manual,613000,1198,Diesel,Manual,Male,Kolkata,4.0
SAL102675,2024-07-23,MG,ZS EV,ZS EV XM Petrol Manual,1719000,1497,Petrol,Manual,Male,Lucknow,6.0
SAL103021,2024-11-05,MG,Hector,Hector LXI Diesel Automatic,2082000,1497,Diesel,Automatic,Female,Hyderabad,1.0
SAL102494,2021-06-24,MG,Hector,Hector XZ+ CNG Manual,2278000,1198,CNG,Manual,Male,Bengaluru,5.0
SAL103770,2024-09-20,Mahindra,XUV700,XUV700 XM Hybrid Manual,1684000,1197,Hybrid,Manual,Male,Hyderabad,6.0
SAL103414,2023-09-11,Hyundai,Creta,Creta LXI Petrol AMT,1340000,1198,Petrol,AMT,Male,Bengaluru,2.0
SAL100103,2025-07-27,Toyota,Glanza,Glanza LXI Petrol Automatic,2124000,1497,Petrol,Automatic,Female,Chennai,5.0
SAL100626,2020-06-03,Mahindra,XUV700,XUV700 LXI Petrol Manual,1533000,1998,Petrol,Manual,Male,Pune,4.0
SAL102713,2024-04-23,MG,Astor,Astor LXI CNG Manual,1929000,1197,CNG,Manual,Female,Mumbai,4.0
SAL102122,2020-12-10,Toyota,Innova,Innova SX Electric Manual,3408000,2200,Electric,Manual,Male,Pune,1.0
SAL100508,2021-11-16,Kia,Seltos,Seltos LXI Petrol Manual,2415000,1497,Petrol,Manual,Male,Hyderabad,2.0
SAL103233,2021-02-22,Mahindra,Bolero,Bolero ZXI+ Petrol Manual,804000,1998,Petrol,Manual,Male,Bengaluru,4.0
SAL103550,2024-10-24,Tata,Altroz,Altroz XZ+ Petrol Manual,1425000,999,Petrol,Manual,Female,Kolkata,2.0
SAL102457,2024-02-24,Hyundai,Verna,Verna XZ+ Petrol Automatic,1151000,1998,Petrol,Automatic,Male,Lucknow,5.0
SAL101579,2022-09-23,MG,Astor,Astor EX Petrol Automatic,2367000,1197,Petrol,Automatic,Male,Lucknow,3.0
SAL101601,2023-09-07,Skoda,Kushaq,Kushaq SX(O) Diesel Automatic,1511000,1197,Diesel,Automatic,Male,Chennai,1.0
SAL103262,2024-02-28,Mahindra,XUV300,XUV300 SX Electric Manual,1455000,1498,Electric,Manual,Male,Pune,3.0
SAL101904,2023-09-05,Mahindra,XUV700,XUV700 XZ Electric Manual,2042000,1497,Electric,Manual,Male,Delhi,4.0
SAL102139,2020-12-01,Mahindra,Bolero,Bolero XM Petrol Manual,2245000,2200,Petrol,Manual,Male,Pune,5.0
SAL101746,2021-02-22,Kia,Carens,Carens SX Petrol Automatic,833000,1198,Petrol,Automatic,Female,Jaipur,1.0
SAL103135,2021-07-05,Maruti Suzuki,Alto,Alto XM Petrol Manual,855000,1197,Petrol,Manual,Male,Mumbai,2.0
SAL102425,2021-06-12,Maruti Suzuki,Baleno,Baleno SX Petrol Manual,1110000,1197,Petrol,Manual,Male,Delhi,2.0
SAL103400,2020-05-02,MG,Gloster,Gloster SX Petrol Manual,1168000,1998,Petrol,Manual,Male,Pune,5.0
SAL102546,2023-12-31,Toyota,,Urban Cruiser LXI Petrol Manual,917000,1198,Petrol,Manual,Male,Ahmedabad,6.0
SAL103652,2021-01-26,Mahindra,Scorpio,Scorpio XZ Petrol Automatic,2190000,2500,Petrol,Automatic,Female,Chennai,6.0
SAL102824,2021-11-18,Mahindra,Thar,Thar XM Diesel Manual,1279000,1498,Diesel,Manual,Female,Delhi,3.0
SAL100842,2020-10-07,Toyota,Glanza,Glanza ZXI+ Petrol Manual,1199000,1498,Petrol,Manual,Male,Ahmedabad,6.0
SAL102884,2023-08-14,Hyundai,Verna,Verna XZ Diesel Automatic,483000,1198,Diesel,Automatic,Male,Lucknow,3.0
SAL102573,2021-02-12,Renault,Kwid,Kwid XZ+ Petrol AMT,729000,1198,Petrol,AMT,Female,Hyderabad,1.0
SAL103377,2024-07-06,Maruti Suzuki,Baleno,Baleno XM Diesel Manual,469000,1497,Diesel,Manual,Male,Ahmedabad,4.0
SAL103527,2021-02-10,Skoda,Octavia,Octavia XM Petrol Manual,2470000,1998,Petrol,Manual,Female,Hyderabad,4.0
SAL102104,2021-03-03,Skoda,Octavia,Octavia SX Petrol Automatic,2545000,1198,Petrol,Automatic,Male,Jaipur,5.0
SAL101783,2020-04-03,Tata,Tiago,Tiago VXI CNG Manual,1192000,1197,CNG,Manual,Male,Bengaluru,6.0
SAL102788,2022-07-10,Honda,Jazz,Jazz XZ Petrol Automatic,1747000,1498,Petrol,Automatic,Male,Chennai,6.0
SAL103911,2020-08-26,Toyota,Glanza,Glanza XZ+ Petrol Manual,1462000,1198,Petrol,Manual,Male,Jaipur,1.0
SAL101502,2022-02-21,Toyota,Glanza,Glanza VXI CNG Manual,772000,800,CNG,Manual,Male,Kolkata,1.0
SAL100544,2023-02-03,Honda,Jazz,Jazz XZ Diesel Manual,1380000,800,Diesel,Manual,Male,Hyderabad,1.0
SAL100988,2022-12-17,MG,Gloster,Gloster XZ Petrol AMT,1616000,1197,Petrol,AMT,Male,Lucknow,3.0
SAL101581,2023-04-08,Tata,Nano,Nano ZXI Petrol Manual,847000,1498,Petrol,Manual,Male,Pune,6.0
SAL103969,2025-01-19,Toyota,Urban Cruiser,Urban Cruiser SX(O) Petrol Manual,1814000,1198,Petrol,Manual,Male,Delhi,4.0
SAL102294,2021-07-02,Renault,Duster,Duster XZ+ Diesel Manual,305000,800,Diesel,Manual,Male,Chennai,4.0
SAL101231,2021-01-05,Renault,Kwid,Kwid VXI Diesel Manual,507000,1197,Diesel,Manual,Female,Bengaluru,3.0
SAL103154,45258,Skoda,Superb,Superb VXI Hybrid Manual,1774000,1197,Hybrid,Manual,Male,Chennai,2.0
SAL103087,2020-08-07,Maruti Suzuki,Celerio,Celerio LXI Petrol Automatic,314000,2200,Petrol,Automatic,Female,Mumbai,1.0
SAL101089,2023-03-25,Mahindra,XUV700,XUV700 SX Petrol Automatic,1117000,1497,Petrol,Automatic,Female,Delhi,2.0
SAL101951,2021-11-19,Mahindra,Scorpio,Scorpio ZXI Diesel CVT,1097000,2200,Diesel,CVT,Male,Mumbai,2.0
SAL101238,2024-03-27,Tata,Altroz,Altroz SX Petrol Manual,1655000,800,Petrol,Manual,Male,Delhi,6.0
SAL102063,2023-07-06,Honda,WR-V,WR-V VXI Diesel Automatic,1205000,1198,Diesel,Automatic,Female,Ahmedabad,4.0
SAL103476,2024-11-03,Renault,Duster,Duster SX(O) Diesel Manual,1165000,800,Diesel,Manual,Male,Bengaluru,4.0
SAL102074,2020-08-27,MG,Hector,Hector XZ Petrol Manual,3199000,1998,Petrol,Manual,Male,Kolkata,2.0
SAL101352,2023-05-13,Toyota,Urban Cruiser,Urban Cruiser ZXI Hybrid Manual,1928000,800,Hybrid,Manual,Male,Jaipur,6.0
SAL103147,2024-11-18,Hyundai,i20,i20 SX Diesel Automatic,1200000,1197,Diesel,Automatic,Male,Jaipur,5.0
SAL100617,2024-11-03,Honda,City,City SX Petrol Manual,1005000,1497,Petrol,Manual,Male,Kolkata,1.0
SAL102516,2020-05-01,Maruti Suzuki,Wagon R,Wagon R SX Petrol AMT,317000,1998,Petrol,AMT,Female,Bengaluru,1.0
SAL102214,2020-05-01,Tata,Nexon,Nexon VXI Petrol Manual,1317000,999,Petrol,Manual,Female,Bengaluru,2.0
SAL101441,2023-09-17,Honda,City,City XM Petrol Manual,803000,999,Petrol,Manual,Male,Mumbai,6.0
SAL102443,2024-01-20,Renault,Kwid,Kwid ZXI+ Hybrid Manual,1050000,800,Hybrid,Manual,Male,Mumbai,3.0
SAL101182,2021-10-03,Hyundai,Verna,Verna SX Diesel Automatic,1159000,2500,Diesel,Automatic,Male,Ahmedabad,6.0
SAL103887,2025-08-05,MG,Astor,Astor SX Diesel Manual,2589000,2200,Diesel,Manual,Male,Lucknow,6.0
SAL101127,2025-07-04,Tata,Harrier,Harrier EX Diesel Manual,872000,2200,Diesel,Manual,Male,Chennai,2.0
SAL102089,2022-07-05,Kia,Sonet,Sonet XZ Petrol Manual,1447000,1498,Petrol,Manual,Female,Ahmedabad,6.0
SAL100215,2021-04-25,Mahindra,Thar,Thar EX Petrol Manual,1127000,1497,Petrol,Manual,Male,Chennai,2.0
SAL100579,2024-03-02,Maruti Suzuki,Baleno,Baleno ZXI+ Petrol Manual,532000,2200,Petrol,Manual,Female,Kolkata,2.0
SAL101018,2020-12-14,Skoda,Octavia,Octavia EX Diesel Manual,2814000,800,Diesel,Manual,Male,Ahmedabad,1.0
SAL102828,2023-09-27,Hyundai,i10,i10 XZ+ Petrol Manual,914000,999,Petrol,Manual,Female,Lucknow,6.0
SAL103361,2020-03-05,Kia,Seltos,Seltos VXI Petrol Automatic,1262000,1197,Petrol,Automatic,Female,Ahmedabad,2.0
SAL103592,2025-05-20,MG,Gloster,Gloster EX Diesel AMT,2419000,2500,Diesel,AMT,Male,Bengaluru,5.0
SAL100837,2021-02-18,MG,Hector,Hector SX(O) Petrol Manual,1906000,1498,Petrol,Manual,Male,Mumbai,4.0
SAL103741,2023-09-28,Maruti Suzuki,Ertiga,Ertiga LXI Petrol Automatic,1036000,2200,Petrol,Automatic,Female,Chennai,4.0
SAL101818,2023-04-13,MG,ZS EV,ZS EV SX(O) Diesel Automatic,2562000,999,Diesel,Automatic,Male,Hyderabad,1.0
SAL103449,2025-03-04,Toyota,Glanza,Glanza SX(O) Diesel Manual,849000,1998,Diesel,Manual,Male,Ahmedabad,4.0
SAL103455,2024-05-31,MG,Hector,Hector XZ Petrol Automatic,1418000,999,Petrol,Automatic,Female,Hyderabad,3.0
SAL102925,2023-04-06,MG,ZS EV,ZS EV ZXI+ Diesel Automatic,3255000,999,Diesel,Automatic,Male,Pune,5.0
SAL102575,2021-07-08,Hyundai,Creta,Creta LXI Diesel AMT,1169000,1497,Diesel,AMT,Female,Mumbai,2.0
SAL101069,2024-09-23,Mahindra,Bolero,Bolero VXI Hybrid Automatic,1217000,1998,Hybrid,Automatic,Male,Pune,2.0
SAL103995,2024-08-21,Toyota,Urban Cruiser,Urban Cruiser LXI Electric Manual,1938000,2500,Electric,Manual,Male,Lucknow,5.0
SAL100414,2020-05-12,Maruti Suzuki,Celerio,Celerio XZ Diesel Manual,869000,1498,Diesel,Manual,Female,Delhi,5.0
SAL101749,2020-11-01,MG,Hector,Hector XZ+ CNG Automatic,1343000,999,CNG,Automatic,Female,Lucknow,4.0
SAL102908,2023-03-27,Kia,Carens,Carens EX Petrol Manual,1317000,1998,Petrol,Manual,Male,Jaipur,5.0
SAL103764,2023-11-06,Maruti Suzuki,Dzire,Dzire SX Petrol Manual,744000,2500,Petrol,Manual,Male,Pune,2.0
SAL100228,2022-08-28,MG,Gloster,Gloster SX Diesel Automatic,3230000,1497,Diesel,Automatic,Female,Jaipur,2.0
SAL103960,2024-08-03,Kia,Carens,Carens XM Diesel Manual,1776000,1998,Diesel,Manual,Male,Chennai,5.0
SAL100891,2024-12-22,Toyota,Fortuner,Fortuner XZ+ Diesel Manual,3096000,1498,Diesel,Manual,Male,Pune,6.0
SAL103469,2024-06-19,Renault,Triber,Triber EX Diesel Manual,453000,1498,Diesel,Manual,Female,Lucknow,3.0
SAL101187,2023-05-14,Toyota,Fortuner,Fortuner ZXI Diesel Manual,890000,1198,Diesel,Manual,Female,Ahmedabad,4.0
SAL101071,2020-01-20,Honda,WR-V,WR-V LXI Petrol Manual,957000,2200,Petrol,Manual,Male,Hyderabad,1.0
SAL100568,2024-10-16,Hyundai,i20,i20 VXI Petrol Automatic,1485000,2500,Petrol,Automatic,Male,Ahmedabad,2.0
SAL102433,2024-07-16,MG,ZS EV,ZS EV ZXI+ Petrol Automatic,1721000,1497,Petrol,Automatic,Male,Bengaluru,5.0
SAL103023,2025-07-11,Mahindra,Thar,Thar XZ+ Diesel Manual,1298000,1197,Diesel,Manual,Female,Mumbai,6.0
SAL101398,2023-07-08,Mahindra,Bolero,Bolero ZXI Diesel Manual,1811000,800,Diesel,Manual,Male,Mumbai,3.0
SAL101925,2022-11-29,Kia,Sonet,Sonet XZ+ Hybrid Manual,958000,2200,Hybrid,Manual,Male,Lucknow,3.0
SAL102766,2025-01-01,Tata,Altroz,Altroz XM Petrol Manual,1042000,999,Petrol,Manual,Male,Jaipur,5.0
SAL103691,2024-02-19,Skoda,Octavia,Octavia XZ+ Petrol Manual,1954000,800,Petrol,Manual,Male,Kolkata,5.0
SAL102237,2020-07-27,Toyota,Fortuner,Fortuner XZ+ Diesel AMT,1219000,2500,Diesel,AMT,Male,Lucknow,6.0
SAL100293,2021-06-25,Maruti Suzuki,Celerio,Celerio SX(O) Petrol Manual,624000,2200,Petrol,Manual,Male,Hyderabad,1.0
SAL102300,2022-02-21,Skoda,Kushaq,Kushaq LXI Petrol Manual,2566000,1197,Petrol,Manual,Female,Delhi,3.0
SAL100981,2021-04-25,Mahindra,Bolero,Bolero XM Electric Automatic,2088000,1998,Electric,Automatic,Male,Hyderabad,5.0
SAL102653,2022-05-31,MG,Gloster,Gloster XZ+ Diesel Manual,1131000,1498,Diesel,Manual,Male,Mumbai,1.0
SAL100942,2023-05-07,Skoda,Kushaq,Kushaq VXI CNG Manual,2233000,1498,CNG,Manual,Female,Bengaluru,4.0
SAL100660,2025-05-13,Kia,Sonet,Sonet VXI Electric Manual,1405000,1198,Electric,Manual,Female,Chennai,3.0
SAL101861,2021-11-03,Renault,Triber,Triber EX Electric Manual,891000,1998,Electric,Manual,Male,Delhi,2.0
SAL103516,2020-09-14,Renault,Triber,Triber ZXI+ Diesel Manual,377000,1497,Diesel,Manual,Female,Delhi,6.0
SAL101696,2020-09-22,Maruti Suzuki,Ertiga,Ertiga XZ+ CNG Manual,323000,1497,CNG,Manual,Male,Bengaluru,1.0
SAL103913,2020-07-20,Toyota,Fortuner,Fortuner ZXI+ Diesel Manual,3439000,2500,Diesel,Manual,Male,Bengaluru,2.0
SAL102717,2024-01-22,Maruti Suzuki,Celerio,Celerio ZXI+ Petrol AMT,1177000,1497,Petrol,AMT,Male,Pune,2.0
SAL102067,2021-09-10,Maruti Suzuki,Celerio,Celerio ZXI Petrol Automatic,533000,1497,Petrol,Automatic,Male,Pune,4.0
SAL103815,2021-11-09,Kia,Carens,Carens XZ Diesel Automatic,1782000,2200,Diesel,Automatic,Female,Kolkata,4.0
SAL100578,2021-04-23,Toyota,Fortuner,Fortuner XZ+ Diesel Manual,2078000,1497,Diesel,Manual,Female,Pune,6.0
SAL101844,2022-07-16,Mahindra,Scorpio,Scorpio VXI Petrol Manual,2398000,1498,Petrol,Manual,Male,Hyderabad,6.0
SAL101434,2020-04-06,Tata,Tigor,Tigor EX CNG Manual,496000,2200,CNG,Manual,Male,Bengaluru,1.0
SAL102132,2023-06-25,Toyota,Fortuner,Fortuner VXI Diesel Manual,2267000,1198,Diesel,Manual,Male,Hyderabad,2.0
SAL101437,2023-10-06,Toyota,Urban Cruiser,Urban Cruiser SX(O) Petrol Automatic,2673000,1498,Petrol,Automatic,Female,Hyderabad,4.0
SAL103272,2020-12-28,Maruti Suzuki,Baleno,Baleno EX Hybrid Manual,951000,1197,Hybrid,Manual,Female,Chennai,2.0
SAL103468,2022-11-03,Renault,Duster,Duster ZXI CNG Manual,1054000,800,CNG,Manual,Female,Chennai,4.0
SAL102996,2022-07-30,MG,ZS EV,ZS EV LXI Petrol Manual,1393000,1998,Petrol,Manual,Male,Jaipur,3.0
SAL101616,2022-08-06,Honda,City,City VXI Petrol Manual,1794000,800,Petrol,Manual,Male,Jaipur,5.0
SAL101345,2023-10-13,MG,Gloster,Gloster EX Petrol Manual,2064000,1498,Petrol,Manual,Female,Bengaluru,3.0
SAL102227,2021-05-21,Toyota,Glanza,Glanza VXI CNG Manual,2375000,999,CNG,Manual,Male,Lucknow,4.0
SAL101188,2021-04-05,Toyota,Glanza,Glanza ZXI+ Petrol Manual,1543000,1497,Petrol,Manual,Male,Ahmedabad,3.0
SAL103511,2022-10-14,Kia,EV6,EV6 XZ+ Petrol Manual,914000,2200,Petrol,Manual,Male,Lucknow,1.0
SAL103802,2020-02-21,MG,Gloster,Gloster SX(O) Hybrid Manual,3047000,800,Hybrid,Manual,Female,Chennai,6.0
SAL102195,2023-07-28,Tata,Nano,Nano SX(O) Petrol AMT,926000,1497,Petrol,AMT,Male,Bengaluru,6.0
SAL102123,2025-01-09,Skoda,Rapid,Rapid EX Petrol Manual,1719000,2200,Petrol,Manual,Male,Ahmedabad,2.0
SAL100377,2025-06-20,Tata,Tigor,Tigor VXI CNG Manual,333000,1498,CNG,Manual,Male,Bengaluru,3.0
SAL100745,2022-11-15,Honda,WR-V,WR-V SX(O) Diesel Automatic,1690000,999,Diesel,Automatic,Male,Mumbai,1.0
SAL103600,2024-03-26,Mahindra,Thar,Thar XZ Petrol Manual,954000,2200,Petrol,Manual,Female,Jaipur,5.0
