SaleID,SaleDate,Brand,Model,Price,EngineCC,FuelType,Transmission,BuyerGender,City,UnitsSold
SAL103687,09-03-2021,Maruti Suzuki,Dzire,649000,1998,Petrol,Manual,Female,Jaipur,4
SAL100408,10-12-2024,Renault,Kwid,1115000,800,Petrol,Automatic,Male,Jaipur,6
SAL101382,29-01-2021,Skoda,Kushaq,2933000,2200,Petrol,Automatic,Male,Bengaluru,2
SAL101982,03-01-2020,Hyundai,Verna,950000,999,Diesel,Manual,Female,Lucknow,3
SAL102354,21-04-2022,Skoda,Kushaq,2393000,2200,Petrol,Automatic,Male,Mumbai,4
SAL103247,02-06-2021,MG,ZS EV,2030000,2200,Petrol,AMT,Male,Hyderabad,1
SAL101993,15-03-2024,Kia,Carens,1030000,1198,Petrol,Manual,Male,Bengaluru,3
SAL100402,18-02-2021,Hyundai,Verna,1006000,1497,Diesel,Manual,Female,Kolkata,4
SAL100993,20-10-2022,Hyundai,i20,1108000,2500,CNG,Automatic,Male,Ahmedabad,3
SAL101941,21-08-2022,Hyundai,i20,801000,2500,Petrol,Manual,Male,Delhi,5
SAL103996,21-01-2023,MG,Astor,1836000,2500,Petrol,Manual,Male,Chennai,5
SAL102843,12-04-2021,Renault,Kwid,1156000,1998,Petrol,Manual,Female,Mumbai,6
SAL102036,08-09-2022,Renault,Triber,403000,800,Petrol,CVT,Male,Pune,6
SAL101234,23-01-2024,Maruti Suzuki,Ertiga,887000,2500,Petrol,Manual,Male,Chennai,3
SAL101439,05-10-2022,Skoda,Rapid,2282000,1498,Petrol,AMT,Male,Hyderabad,1
SAL103515,17-03-2022,Renault,Triber,1144000,2200,CNG,Manual,Female,Bengaluru,6
SAL102579,04-08-2025,Honda,WR-V,1413000,2500,Diesel,Automatic,Male,Ahmedabad,3
SAL100043,21-11-2024,Mahindra,Scorpio,2337000,800,Petrol,Automatic,Male,Chennai,3
SAL101737,19-05-2021,Mahindra,Bolero,1050000,2500,Diesel,Manual,Male,Kolkata,2
SAL103936,20-11-2020,Maruti Suzuki,Celerio,675000,2200,Petrol,Manual,Female,Chennai,2
SAL101451,24-06-2025,Hyundai,Santro,1141000,999,Petrol,Manual,Female,Kolkata,6
SAL100139,22-06-2022,Skoda,Kushaq,2938000,1998,Electric,Manual,Male,Chennai,2
SAL103421,21-07-2024,Tata,Safari,1173000,2200,Diesel,Manual,Male,Hyderabad,4
SAL103165,06-08-2022,Maruti Suzuki,Baleno,742000,1197,Petrol,Manual,Female,Mumbai,3
SAL101992,16-09-2022,Maruti Suzuki,Wagon R,849000,2200,Petrol,Automatic,Male,Chennai,6
SAL100248,05-08-2022,Toyota,Fortuner,3398000,999,Diesel,Manual,Male,Pune,1
SAL101347,07-08-2022,Kia,Seltos,1431000,1198,Petrol,Manual,Female,Ahmedabad,1
SAL100960,03-01-2022,Maruti Suzuki,Wagon R,375000,2200,Diesel,Manual,Female,Bengaluru,1
SAL103217,29-02-2020,Kia,Seltos,803000,2500,Petrol,Manual,Male,Jaipur,6
SAL103241,15-12-2023,Tata,Nano,901000,1998,Petrol,Manual,Male,Delhi,1
SAL102905,27-01-2021,Skoda,Superb,920000,1998,Petrol,Manual,Male,Bengaluru,2
SAL103832,02-12-2023,Skoda,Superb,2612000,2500,Diesel,Manual,Male,Jaipur,3
SAL103152,18-01-2020,Honda,WR-V,1476000,1197,Petrol,Manual,Male,Kolkata,1
SAL103975,22-12-2022,Hyundai,Venue,1485000,1497,Petrol,Manual,Male,Kolkata,2
SAL103328,31-08-2024,maruti suzuki ,Kwid,426000,999,Petrol,Automatic,Male,Jaipur,3
SAL103609,14-12-2023,Toyota,Glanza,3416000,1198,Petrol,Manual,Male,Mumbai,5
SAL102557,20-08-2025,Renault,Kwid,570000,800,Electric,Automatic,Male,Lucknow,1
SAL102975,14-11-2021,Toyota,Fortuner,771000,1498,Diesel,AMT,Male,Bengaluru,2
SAL102298,29-11-2022,Maruti Suzuki,Dzire,397000,800,Petrol,Manual,Male,Mumbai,2
SAL100770,12-02-2022,Skoda,Superb,1043000,1197,Petrol,Manual,Male,Bengaluru,6
SAL102367,27-07-2022,Renault,Kwid,803000,999,Petrol,Manual,Male,Hyderabad,3
SAL100561,17-09-2021,Kia,EV6,1162000,1998,Electric,AMT,Male,Jaipur,2
SAL102364,02-07-2021,Toyota,Glanza,2316000,800,Petrol,Manual,Male,Chennai,1
SAL102849,22-02-2025,Honda,WR-V,1094000,999,Petrol,Automatic,Male,Kolkata,1
SAL103836,27-11-2022,Honda,City,1726000,1998,Petrol,Manual,Male,Chennai,3
SAL101199,11-04-2020,Toyota,Glanza,1064000,1498,Diesel,Manual,Female,Pune,4
SAL102694,08-09-2024,Tata,Tiago,1649000,999,Diesel,Manual,Male,Chennai,2
SAL100518,19-12-2024,Kia,EV6,2478000,1198,Diesel,Manual,Male,Delhi,5
SAL101201,06-07-2023,MG,Astor,1061000,2500,Diesel,Automatic,Female,Pune,2
SAL100011,18-09-2021,Maruti Suzuki,Wagon R,1173000,1197,Diesel,Manual,Male,Hyderabad,5
SAL102799,17-10-2021,Honda,WR-V,909000,1998,CNG,Manual,Female,Kolkata,5
SAL101057,21-10-2021,Tata,Safari,863000,2500,Petrol,Automatic,Male,Pune,4
SAL102275,06-03-2020,Tata,Tigor,1141000,1197,Diesel,Manual,Male,Jaipur,2
SAL103060,09-05-2023,MG,Gloster,1743000,2200,Petrol,Manual,Male,Ahmedabad,5
SAL100040,06-04-2020,Mahindra,Thar,920000,1198,Petrol,Manual,Male,Kolkata,3
SAL100283,18-07-2021,Toyota,Urban Cruiser,963000,1998,Petrol,Manual,Male,Bengaluru,5
SAL102667,08-08-2021,Tata,Tiago,1212000,2500,Petrol,Manual,Male,Mumbai,5
SAL102038,06-10-2021,Skoda,Octavia,1296000,1998,CNG,Manual,Male,Kolkata,2
SAL100708,25-01-2024,Honda,Jazz,980000,1197,CNG,Automatic,Male,Pune,2
SAL101735,25-03-2024,MG,Hector,3217000,1498,Petrol,Automatic,Male,Kolkata,5
SAL101663,22-07-2023,MG,Hector,2242000,1198,Petrol,Automatic,Male,Delhi,1
SAL102401,20-10-2023,Maruti Suzuki,Alto,365000,1198,Petrol,Manual,Female,Ahmedabad,6
SAL101961,11-07-2021,Tata,Tiago,874000,1497,CNG,Manual,Male,Bengaluru,5
SAL101459,01-04-2021,Skoda,Kushaq,2250000,999,Petrol,Manual,Male,Bengaluru,6
SAL101775,30-04-2023,Hyundai,Verna,778000,1497,Petrol,Manual,Female,Lucknow,3
SAL100759,25-07-2022,Maruti Suzuki,Ertiga,1010000,999,Electric,Manual,Female,Bengaluru,1
SAL103556,16-03-2020,Mahindra,XUV700,1193000,1497,CNG,CVT,Male,Lucknow,1
SAL100279,29-05-2022,Toyota,Innova,2928000,1198,Petrol,Automatic,Female,Lucknow,1
SAL100205,21-05-2025,Kia,Seltos,816000,1197,Petrol,Automatic,Female,Hyderabad,2
SAL100119,15-05-2021,Toyota,Glanza,2210000,2200,Petrol,Manual,Male,Mumbai,1
SAL103575,25-01-2025,Honda,Amaze,1109000,1998,Petrol,Automatic,Female,Ahmedabad,3
SAL102008,17-03-2024,Renault,Triber,359000,1197,Petrol,Manual,Female,Jaipur,3
SAL100026,16-02-2022,Toyota,Urban Cruiser,1259000,1497,Petrol,Manual,Female,Mumbai,6
SAL100896,08-10-2020,Skoda,Superb,1445000,1998,Electric,Automatic,Male,Chennai,3
SAL100815,25-11-2022,Maruti Suzuki,Wagon R,767000,1198,CNG,Manual,Male,Jaipur,1
SAL100085,08-01-2023,MG,Hector,1813000,800,Diesel,Manual,Male,Ahmedabad,3
SAL101545,12-09-2024,Kia,EV6,1622000,999,Electric,Manual,Male,Lucknow,1
SAL103273,24-12-2024,Tata,Tiago,1050000,1498,Hybrid,Automatic,Male,Ahmedabad,5
SAL102331,23-09-2023,Tata,Nexon,383000,1497,Diesel,Manual,Male,Bengaluru,4
SAL102120,17-01-2024,Tata,Tiago,1425000,1497,Petrol,Manual,Male,Pune,6
SAL103422,28-10-2024,Maruti Suzuki,Swift,986000,1498,Hybrid,Automatic,Male,Chennai,5
SAL103646,29-03-2020,MG,Gloster,2218000,1498,Petrol,Manual,Male,Pune,5
SAL102381,19-07-2024,Skoda,Octavia,2687000,1197,Diesel,CVT,Male,Jaipur,4
SAL102543,08-06-2025,Hyundai,Creta,1136000,2200,Petrol,Manual,Female,Jaipur,3
SAL103989,18-12-2022,Skoda,Superb,2716000,2500,Petrol,Manual,Female,Lucknow,4
SAL100079,10-02-2021,MG,Hector,1290000,1198,Diesel,Manual,Male,Chennai,2
SAL100875,14-08-2021,Toyota,Innova,1137000,1197,Diesel,Manual,Male,Pune,3
SAL100147,30-01-2023,Renault,Duster,752000,800,Petrol,Manual,Male,Mumbai,1
SAL103001,11-05-2022,MG,Gloster,2992000,1497,Petrol,Automatic,Male,Ahmedabad,1
SAL101700,26-10-2020,Hyundai,i10,1559000,1197,Petrol,Manual,Male,Bengaluru,3
SAL101093,08-05-2020,Mahindra,Scorpio,1623000,999,Electric,CVT,Male,Lucknow,5
SAL102632,16-03-2022,Hyundai,Venue,405000,2200,Petrol,Manual,Male,Chennai,4
SAL101850,07-04-2024,Honda,Jazz,1014000,999,CNG,Automatic,Male,Chennai,6
SAL103853,17-03-2022,Renault,Duster,1145000,1998,Diesel,Manual,Female,Hyderabad,2
SAL102912,13-03-2022,Maruti Suzuki,Celerio,956000,1498,Petrol,Manual,Female,Delhi,1
SAL100527,29-01-2022,Skoda,Superb,1401000,800,Diesel,Manual,Male,Pune,6
SAL102698,16-03-2023,Tata,Tiago,1384000,1498,Diesel,CVT,Male,Chennai,1
SAL103470,29-05-2024,MG,ZS EV,1048000,1197,Petrol,Manual,Female,Chennai,3
SAL102792,13-05-2022,Kia,Sonet,1768000,999,Diesel,Manual,Male,Mumbai,1
SAL102106,15-07-2023,MG,Gloster,3143000,1198,Hybrid,Manual,Male,Pune,2
SAL100799,25-10-2021,Honda,WR-V,1715000,1198,Petrol,Automatic,Male,Bengaluru,2
SAL100565,26-01-2022,Kia,Seltos,1803000,800,Diesel,Manual,Male,Lucknow,5
SAL100243,07-12-2022,Skoda,Kushaq,1614000,1498,Petrol,Manual,Male,Ahmedabad,3
SAL101087,18-09-2021,Maruti Suzuki,Dzire,450000,800,Diesel,Manual,Female,,4
SAL100310,04-09-2020,Mahindra,Thar,1490000,1998,Petrol,Manual,Male,Hyderabad,4
SAL101902,09-06-2024,Toyota,Fortuner,2831000,2500,Petrol,AMT,Male,Kolkata,6
SAL100381,11-09-2022,Mahindra,Thar,1954000,800,CNG,Automatic,Male,Pune,6
SAL102552,29-09-2022,MG,ZS EV,3021000,1198,Petrol,Automatic,Male,Pune,6
SAL102635,27-04-2021,Mahindra,Bolero,1899000,1197,Electric,CVT,Male,Chennai,5
SAL102475,01-06-2025,Maruti Suzuki,Ertiga,1083000,800,Diesel,Manual,Male,Delhi,5
SAL101701,06-10-2021,Skoda,Kushaq,1751000,2500,Diesel,Manual,Male,Bengaluru,5
SAL100519,02-07-2023,Kia,EV6,1056000,1498,Petrol,Automatic,Female,Jaipur,5
SAL101102,11-07-2023,Honda,Jazz,1672000,999,Petrol,Automatic,Female,Chennai,4
SAL100596,12-04-2020,Hyundai,Venue,1201000,2200,Hybrid,Manual,Male,Ahmedabad,6
SAL101085,18-05-2024,MG,ZS EV,2169000,1197,Petrol,Manual,Male,Chennai,1
SAL102434,08-01-2023,Kia,Carens,2434000,1198,Petrol,Manual,Male,Bengaluru,6
SAL103601,10-01-2025,Skoda,Kushaq,2056000,1198,Hybrid,Manual,Female,Ahmedabad,5
SAL101594,11-07-2023,Toyota,Fortuner,2728000,1498,Petrol,Manual,Male,Chennai,4
SAL102277,13-10-2020,Skoda,Kushaq,1914000,2200,Petrol,Manual,Male,Chennai,3
SAL100492,04-02-2020,Skoda,Superb,1410000,800,Diesel,Manual,Male,Pune,5
SAL101795,08-01-2023,Kia,Carens,944000,800,Diesel,Automatic,Female,Hyderabad,4
SAL100578,10-04-2022,Tata,Nano,989000,800,Diesel,Manual,Male,Ahmedabad,5
SAL102003,07-01-2021,Maruti Suzuki,Dzire,525000,1498,CNG,Manual,Female,Mumbai,2
SAL101802,15-04-2020,Toyota,Glanza,1689000,2200,Petrol,AMT,Female,Jaipur,3
SAL102137,03-07-2024,Honda,WR-V,1505000,1497,Hybrid,Manual,Male,Delhi,5
SAL100606,22-11-2022,Kia,Sonet,1151000,1498,Petrol,Automatic,Male,Pune,4
SAL102644,11-09-2020,Mahindra,Scorpio,787000,999,CNG,Manual,Male,Delhi,3
SAL103242,04-07-2022,Kia,EV6,1720000,800,Diesel,Automatic,Male,Bengaluru,4
SAL101729,25-12-2023,Kia,Sonet,1846000,1198,CNG,Manual,Male,Delhi,4
SAL100642,23-10-2022,Maruti Suzuki,Alto,490000,2200,Petrol,Manual,Male,Mumbai,1
SAL102983,02-04-2021,Honda,WR-V,1599000,1998,Petrol,Manual,Male,Mumbai,1
SAL103115,20-01-2022,Honda,Amaze,1665000,1498,Petrol,Manual,Male,Pune,4
SAL101746,13-05-2022,Skoda,Octavia,842000,2500,CNG,Manual,Female,Delhi,2
SAL102180,23-03-2023,Renault,Kwid,575000,1498,Diesel,Manual,Male,Lucknow,1
SAL102629,16-01-2023,Skoda,Octavia,1653000,1198,Hybrid,Manual,Male,Jaipur,6
SAL102859,24-03-2020,Hyundai,Creta,610000,999,Petrol,Manual,Male,Hyderabad,6
SAL102410,20-04-2020,Toyota,Fortuner,2627000,1998,Petrol,Manual,Male,Hyderabad,4
SAL103949,31-10-2020,Skoda,Kushaq,1314000,800,Diesel,Manual,Male,Pune,1
SAL103059,04-05-2024,Skoda,Rapid,2893000,800,CNG,Automatic,Male,Mumbai,4
SAL103244,22-03-2021,MG,ZS EV,2755000,1498,Diesel,AMT,Male,Chennai,2
SAL102956,21-10-2022,Tata,Tiago,1321000,1197,CNG,Manual,Male,Hyderabad,5
SAL100144,19-11-2021,Honda,Amaze,1013000,999,Petrol,Manual,Male,Pune,3
SAL102242,26-11-2021,Toyota,Urban Cruiser,2332000,800,Hybrid,Manual,Male,Lucknow,3
SAL100520,08-05-2023,Hyundai,i20,1113000,1198,Petrol,Manual,Male,Delhi,2
SAL102907,02-08-2024,Maruti Suzuki,Celerio,504000,1998,CNG,Manual,Female,Ahmedabad,3
SAL103290,17-04-2025,Toyota,Urban Cruiser,888000,1498,Diesel,Manual,Male,Chennai,1
SAL100537,02-03-2024,Honda,Jazz,972000,1998,Diesel,Manual,Female,Lucknow,2
SAL103796,09-01-2023,Maruti Suzuki,Ertiga,779000,1497,Electric,Manual,Male,Chennai,3
SAL103597,03-09-2020,Honda,Jazz,1308000,1197,Diesel,Manual,Male,Delhi,2
SAL100953,06-04-2023,Kia,Carens,2355000,999,Petrol,Manual,Male,Chennai,6
SAL102901,11-11-2024,Toyota,Urban Cruiser,2844000,1998,Petrol,Manual,Male,Ahmedabad,1
SAL101542,18-07-2025,Tata,Safari,1094000,2500,Petrol,AMT,Male,Kolkata,2
SAL100920,18-09-2023,Mahindra,Scorpio,2263000,1498,Petrol,Manual,Female,Chennai,6
SAL100779,23-09-2021,Toyota,Urban Cruiser,2495000,999,Petrol,Automatic,Female,Kolkata,6
SAL100450,12-01-2024,Kia,EV6,2121000,1197,Diesel,Manual,Male,Ahmedabad,3
SAL101680,25-06-2025,Kia,Sonet,1388000,1497,Petrol,Manual,Male,Bengaluru,1
SAL100930,22-11-2024,Tata,Tiago,495000,1497,Diesel,Automatic,Male,Ahmedabad,6
SAL103702,17-01-2023,Renault,Triber,586000,2500,Petrol,Automatic,Male,Pune,4
SAL101797,25-10-2022,Honda,Jazz,779000,1197,Hybrid,Manual,Male,Chennai,2
SAL102476,01-03-2023,MG,Hector,1327000,1198,Petrol,Manual,Female,Bengaluru,4
SAL103644,03-11-2022,Kia,Carens,2093000,1197,Petrol,Manual,Male,Jaipur,4
SAL102004,20-11-2021,Kia,EV6,1262000,999,Diesel,Manual,Male,Delhi,3
SAL100433,30-08-2024,Hyundai,Creta,521000,2500,Petrol,Manual,Male,Chennai,6
SAL100394,10-07-2024,Kia,Sonet,1379000,800,Petrol,Automatic,Male,Mumbai,5
SAL103301,09-11-2021,MG,Gloster,3493000,800,Petrol,Manual,Male,Chennai,4
SAL100758,15-01-2022,Hyundai,Venue,1473000,1998,CNG,AMT,Female,Chennai,1
SAL102457,15-02-2021,MG,ZS EV,2566000,2500,Petrol,Manual,Male,Kolkata,1
SAL102596,12-06-2023,Toyota,Glanza,1460000,1197,CNG,Manual,Male,Jaipur,4
SAL103830,20-08-2020,Maruti Suzuki,Wagon R,643000,1998,CNG,Automatic,Male,Delhi,4
SAL101437,17-03-2021,Hyundai,i20,1246000,1498,Diesel,Manual,Male,Delhi,4
SAL103607,27-02-2023,Mahindra,Bolero,1214000,999,Hybrid,Automatic,Female,Jaipur,5
SAL100982,09-06-2023,Hyundai,i10,528000,2200,Petrol,Manual,Male,Kolkata,5
SAL103428,21-12-2021,Renault,Kiger,1078000,1998,Petrol,Automatic,Female,Kolkata,3
SAL101060,08-07-2023,Renault,Kwid,1086000,1197,Hybrid,Manual,Male,Pune,3
SAL102250,16-01-2024,Mahindra,Thar,869000,1197,Petrol,Manual,Male,Bengaluru,2
SAL101913,07-08-2020,Honda,Jazz,1105000,800,Diesel,Automatic,Male,Bengaluru,1
SAL103308,23-03-2021,,Altroz,817000,999,Hybrid,Manual,Female,Jaipur,3
SAL102658,23-07-2021,Mahindra,Scorpio,1082000,1498,Petrol,Automatic,Male,Ahmedabad,5
SAL100033,28-09-2021,Mahindra,Scorpio,2408000,1497,Petrol,Manual,Male,Kolkata,5
SAL103952,19-04-2023,Renault,Kiger,1177000,800,Petrol,Manual,Male,Mumbai,1
SAL100114,15-08-2022,Toyota,Glanza,2474000,2200,Petrol,Automatic,Male,Lucknow,2
SAL103517,26-11-2020,Kia,EV6,1456000,2500,Petrol,Manual,Male,Lucknow,4
SAL100206,26-03-2021,Kia,Seltos,973000,1198,Petrol,Manual,Male,Chennai,4
SAL103706,01-03-2022,MG,ZS EV,2848000,1498,Petrol,Manual,Male,Mumbai,1
SAL103734,26-02-2024,Kia,Seltos,1219000,999,Petrol,Automatic,Female,Lucknow,6
SAL101181,16-05-2021,MG,ZS EV,1855000,999,Petrol,AMT,Male,Pune,2
SAL100748,17-08-2020,Toyota,Glanza,3238000,2200,Petrol,Automatic,Male,Jaipur,4
SAL101538,27-02-2023,Hyundai,i20,618000,2200,Hybrid-electric,Manual,Male,Chennai,2
SAL102021,15-08-2022,Renault,Kwid,804000,1998,Hybrid,Manual,Male,Hyderabad,3
SAL103765,09-11-2020,Skoda,Superb,1460000,1197,Diesel,Manual,Male,Lucknow,2
SAL100948,01-08-2025,Skoda,Rapid,2723000,999,Petrol,Automatic,Male,Ahmedabad,2
SAL102958,04-05-2020,MG,ZS EV,1685000,2500,Petrol,Manual,Male,Delhi,6
SAL100927,06-03-2023,Renault,Duster,787000,1998,Diesel,Manual,Male,Ahmedabad,2
SAL103794,03-08-2021,Honda,Jazz,736000,1998,Diesel,Manual,Male,Pune,3
SAL102610,18-10-2024,Skoda,Rapid,2647000,1198,Petrol,Automatic,Male,Kolkata,2
SAL101322,15-04-2023,Kia,Carens,2282000,999,Hybrid,Manual,Male,Chennai,6
SAL103480,14-01-2021,Renault,Kwid,438000,1498,Diesel,Manual,Female,Delhi,5
SAL101840,03-09-2021,MG,Hector,1930000,1197,Diesel,Automatic,Male,Pune,6
SAL102540,05-07-2020,Kia,EV6,1920000,1497,CNG,Manual,Female,Jaipur,6
SAL101508,17-10-2022,MG,Astor,2520000,2200,Diesel,Automatic,Male,Delhi,4
SAL100020,01-09-2022,Honda,City,1373000,1497,Diesel,Manual,Male,Lucknow,5
SAL103569,22-01-2023,MG,Hector,3156000,2500,Diesel,Manual,Male,Lucknow,3
SAL100868,29-03-2025,Kia,EV6,2265000,1498,CNG,Manual,Male,Kolkata,4
SAL103499,16-08-2025,MG,Gloster,2844000,800,Petrol,Manual,Female,Kolkata,3
SAL100121,12-01-2020,Tata,Safari,1555000,1497,CNG,Manual,Male,Kolkata,2
SAL100634,29-12-2022,Mahindra,XUV300,893000,999,Petrol,Manual,Male,Chennai,6
SAL100199,08-03-2022,Maruti Suzuki,Dzire,1002000,1498,Diesel,Manual,Male,Jaipur,3
SAL100220,25-01-2021,Honda,City,1423000,1197,Electric,Manual,Female,Mumbai,3
SAL100703,19-01-2024,Tata,Nano,488000,1998,Diesel,AMT,Male,Kolkata,5
SAL102464,08-11-2020,Renault,Kiger,859000,999,Diesel,Manual,Female,Jaipur,3
SAL100579,01-09-2022,Maruti Suzuki,Ertiga,532000,1198,Diesel,Manual,Male,Delhi,5
SAL101872,17-08-2025,Maruti Suzuki,Baleno,755000,800,CNG,Manual,Female,Ahmedabad,4
SAL103578,27-03-2020,Hyundai,Santro,1290000,1197,Diesel,Manual,Male,Jaipur,1
SAL100744,21-06-2020,Skoda,Octavia,1311000,2200,Diesel,Manual,Female,Pune,5
SAL102226,10-12-2021,Maruti Suzuki,Ertiga,571000,2500,Petrol,Automatic,Female,Jaipur,4
SAL100036,29-08-2021,Maruti Suzuki,Wagon R,574000,1998,Petrol,Manual,Female,Mumbai,3
SAL100304,12-09-2021,Honda,Amaze,1499000,1998,Diesel,Manual,Male,Delhi,2
SAL101049,25-05-2024,MG,Hector,1053000,1197,CNG,CVT,Male,Delhi,6
SAL100521,16-11-2021,Toyota,Glanza,1766000,1497,Diesel,Manual,Male,Mumbai,5
SAL103891,01-04-2025,Skoda,Rapid,1969000,999,Petrol,Manual,Male,Pune,6
SAL100018,09-03-2024,Kia,Carens,1534000,2200,Hybrid,Manual,Male,Delhi,3
SAL100664,27-03-2021,Kia,Carens,973000,1498,Petrol,Manual,Male,Chennai,4
SAL102208,10-03-2024,MG,Astor,1731000,999,Diesel,Automatic,Female,Jaipur,1
SAL101096,11-01-2021,Mahindra,XUV700,1097000,1498,Diesel,Automatic,Male,Ahmedabad,4
SAL102171,30-11-2024,Mahindra,Bolero,825000,2500,Diesel,Automatic,Male,Ahmedabad,5
SAL103877,11-04-2025,MG,Gloster,3198000,1998,Diesel,Manual,Male,Jaipur,3
SAL100046,02-01-2020,MG,Gloster,1779000,1497,Petrol,Manual,Male,Pune,4
SAL101163,25-10-2020,Hyundai,Santro,1292000,2200,Diesel,Manual,Female,Bengaluru,3
SAL101145,23-04-2020,Toyota,Urban Cruiser,3160000,2500,Petrol,Automatic,Male,Bengaluru,5
SAL100612,21-03-2021,Mahindra,XUV700,1830000,1998,Petrol,Manual,Male,Chennai,2
SAL103338,21-07-2022,Tata,Harrier,1136000,1198,Petrol,Manual,Female,Pune,4
SAL102943,25-08-2020,Skoda,Kushaq,2372000,2500,Petrol,Automatic,Female,Delhi,2
SAL100866,18-06-2023,Tata,Tiago,517000,1498,Petrol,CVT,Male,Bengaluru,1
SAL100485,09-02-2020,Toyota,Glanza,3223000,1497,Petrol,Manual,Male,Pune,1
SAL101722,03-05-2023,MG,Gloster,1758000,1197,Petrol,Automatic,Female,Bengaluru,3
SAL103107,30-05-2021,Hyundai,Creta,411000,1198,Petrol,Manual,Male,Kolkata,4
SAL101494,27-10-2022,kia,Seltos,1826000,1497,Diesel,Manual,Male,Pune,6
SAL103071,09-11-2023,Kia,Seltos,1837000,1197,Petrol,Manual,Female,Pune,2
SAL102816,14-11-2021,Honda,WR-V,1249000,1998,Petrol,Manual,Female,Mumbai,5
SAL101750,05-03-2020,Mahindra,Bolero,1664000,2200,Electric,Manual,Male,Lucknow,6
SAL103954,27-04-2021,Tata,Nexon,624000,2500,Hybrid,Manual,Male,Delhi,2
SAL100522,01-01-2021,Renault,Triber,1173000,1198,Petrol,Manual,Male,Mumbai,1
SAL102144,09-07-2020,Hyundai,Santro,965000,1498,CNG,Manual,Female,Chennai,5
SAL101094,08-11-2022,Skoda,Rapid,1307000,999,Petrol,Manual,Male,Jaipur,2
SAL101588,12-03-2020,Toyota,Fortuner,1899000,1197,Petrol,Automatic,Female,Kolkata,4
SAL102919,25-12-2024,Toyota,Fortuner,1548000,2500,Petrol,Manual,Male,Jaipur,5
SAL103851,03-08-2025,Renault,Kwid,405000,800,Petrol,Manual,Male,Hyderabad,1
SAL100078,07-04-2024,MG,Astor,1896000,2200,Hybrid,Manual,Male,Hyderabad,3
SAL103860,23-01-2023,Maruti Suzuki,Baleno,1033000,2500,Petrol,Automatic,Male,Ahmedabad,1
SAL101198,13-11-2020,Renault,Kwid,975000,1198,Petrol,Manual,Female,Hyderabad,1
SAL103710,21-05-2023,Tata,Altroz,314000,1498,Hybrid,Manual,Female,Mumbai,2
SAL102842,24-06-2020,Renault,Triber,1127000,800,Petrol,Manual,Male,Delhi,1
SAL100575,02-11-2021,Hyundai,i20,1539000,999,Petrol,Automatic,Male,Delhi,5
SAL102119,05-08-2021,Hyundai,i10,1459000,2200,Hybrid,Automatic,Male,Jaipur,4
SAL103164,28-02-2021,Kia,Seltos,895000,999,Hybrid,CVT,Male,Delhi,3
SAL102285,28-12-2021,Toyota,Innova,1475000,1197,Electric,Manual,Male,Kolkata,4
SAL103820,02-04-2024,Maruti Suzuki,Alto,616000,800,Petrol,Automatic,Male,Chennai,6
SAL101217,28-11-2022,Kia,Sonet,1957000,999,Hybrid,!!,Male,Chennai,5
SAL103937,03-09-2022,Mahindra,XUV300,988000,1497,Electric,Automatic,Male,Ahmedabad,1
SAL101874,09-08-2024,MG,Gloster,2832000,1998,Electric,Manual,Male,Mumbai,4
SAL102075,28-03-2024,Honda,WR-V,1658000,1497,Electric,Manual,f,Kolkata,4
SAL103469,08-10-2021,Skoda,Rapid,1173000,1498,Petrol,Manual,Male,Lucknow,6
SAL103579,23-05-2024,MG,Gloster,2231000,1497,Electric,Manual,Female,Ahmedabad,5
SAL101910,31-01-2024,Honda,WR-V,1036000,2200,Diesel,Manual,Female,Lucknow,4
SAL103126,29-10-2024,Toyota,Fortuner,2584000,999,Diesel,Manual,Female,Jaipur,6
SAL103615,24-06-2022,Tata,Tigor,422000,1498,Hybrid,AMT,Female,Hyderabad,4
SAL101683,21-05-2025,Toyota,Glanza,3003000,1198,Petrol,Manual,Female,Ahmedabad,4
SAL101593,16-12-2024,MG,ZS EV,1260000,1198,Petrol,Automatic,Male,Hyderabad,2
SAL102202,30-10-2020,Renault,Kiger,680000,1197,Petrol,Manual,Male,Ahmedabad,1
SAL103360,09-07-2021,Maruti Suzuki,Wagon R,1017000,2200,Diesel,Automatic,Female,Ahmedabad,2
SAL101957,31-10-2020,Renault,Duster,679000,2200,Petrol,Automatic,Female,Kolkata,6
SAL103564,16-04-2023,Honda,WR-V,1204000,1198,Hybrid,AMT,Female,Hyderabad,3
SAL101696,03-02-2021,Tata,Nano,336000,800,Diesel,Manual,Female,Chennai,6
SAL102733,14-09-2023,Hyundai,Verna,1549000,1198,Petrol,Automatic,Male,Chennai,4
SAL100752,11-05-2022,Hyundai,i10,1153000,1197,Hybrid,Manual,Female,Hyderabad,1
SAL102990,26-11-2024,Toyota,Innova,1202000,2200,CNG,AMT,Female,Hyderabad,6
SAL101677,28-06-2021,Hyundai,Verna,884000,1198,Petrol,Manual,Male,Chennai,6
SAL102129,31-07-2024,Renault,Triber,685000,1197,CNG,Automatic,Male,Bengaluru,1
SAL102868,04-12-2021,Renault,Duster,554000,999,Petrol,Automatic,Male,Hyderabad,1
SAL103928,21-08-2022,Skoda,Octavia,2314000,999,Petrol,Manual,Male,Lucknow,6
SAL103741,29-07-2023,Hyundai,Verna,1381000,1198,Petrol,Manual,Male,Mumbai,4
SAL103350,25-04-2021,Skoda,Rapid,1273000,1198,Diesel,Manual,Male,Hyderabad,2
